id,pred_raw,subject,subcategory,error
generation-for-nlp-425,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-466,국어 | 문학,국어,문학,
generation-for-nlp-467,국어 | 문학,국어,문학,
generation-for-nlp-469,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-470,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-472,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-473,국어 | 문학,국어,문학,
generation-for-nlp-475,국어 | 문학,국어,문학,
generation-for-nlp-476,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-477,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-479,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-480,국어 | 문학,국어,문학,
generation-for-nlp-481,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-482,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-483,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-484,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-486,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-487,국어 | 문학,국어,문학,
generation-for-nlp-488,국어 | 문학,국어,문학,
generation-for-nlp-490,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-491,국어 | 문학,국어,문학,
generation-for-nlp-492,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-493,국어 | 문학,국어,문학,
generation-for-nlp-494,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-495,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-496,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-498,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-499,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-500,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-501,국어 | 문학,국어,문학,
generation-for-nlp-502,국어 | 문학,국어,문학,
generation-for-nlp-505,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-506,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-507,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-508,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-509,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-510,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-512,국어 | 문학,국어,문학,
generation-for-nlp-513,국어 | 문학,국어,문학,
generation-for-nlp-514,국어 | 독서,국어,독서,
generation-for-nlp-515,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-516,국어 | 문학,국어,문학,
generation-for-nlp-517,국어 | 문학,국어,문학,
generation-for-nlp-518,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-519,국어 | 독서,국어,독서,
generation-for-nlp-520,국어 | 문학,국어,문학,
generation-for-nlp-521,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-522,국어 | 문학,국어,문학,
generation-for-nlp-523,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-525,국어 | 문학,국어,문학,
generation-for-nlp-526,국어 | 독서,국어,독서,
generation-for-nlp-527,국어 | 문학,국어,문학,
generation-for-nlp-529,국어 | 독서,국어,독서,
generation-for-nlp-530,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-531,국어 | 문학,국어,문학,
generation-for-nlp-532,국어 | 독서,국어,독서,
generation-for-nlp-533,국어 | 문학,국어,문학,
generation-for-nlp-534,국어 | 문학,국어,문학,
generation-for-nlp-535,국어 | 독서,국어,독서,
generation-for-nlp-537,국어 | 독서,국어,독서,
generation-for-nlp-538,국어 | 문학,국어,문학,
generation-for-nlp-539,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-540,국어 | 문학,국어,문학,
generation-for-nlp-541,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-543,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-544,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-545,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-546,국어 | 문학,국어,문학,
generation-for-nlp-547,국어 | 독서,국어,독서,
generation-for-nlp-548,국어 | 문학,국어,문학,
generation-for-nlp-550,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-551,국어 | 독서,국어,독서,
generation-for-nlp-552,국어 | 독서,국어,독서,
generation-for-nlp-553,국어 | 독서,국어,독서,
generation-for-nlp-554,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-555,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-556,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-557,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-558,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-559,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-560,국어 | 독서,국어,독서,
generation-for-nlp-561,국어 | 독서,국어,독서,
generation-for-nlp-562,국어 | 독서,국어,독서,
generation-for-nlp-563,국어 | 독서,국어,독서,
generation-for-nlp-564,국어 | 문학,국어,문학,
generation-for-nlp-565,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-566,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-567,국어 | 문학,국어,문학,
generation-for-nlp-568,국어 | 문학,국어,문학,
generation-for-nlp-569,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-570,국어 | 독서,국어,독서,
generation-for-nlp-571,국어 | 독서,국어,독서,
generation-for-nlp-573,국어 | 독서,국어,독서,
generation-for-nlp-574,국어 | 문학,국어,문학,
generation-for-nlp-576,국어 | 독서,국어,독서,
generation-for-nlp-577,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-578,국어 | 문학,국어,문학,
generation-for-nlp-579,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-580,국어 | 문학,국어,문학,
generation-for-nlp-581,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-582,국어 | 문학,국어,문학,
generation-for-nlp-583,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-584,국어 | 문학,국어,문학,
generation-for-nlp-585,국어 | 문학,국어,문학,
generation-for-nlp-586,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-587,국어 | 독서,국어,독서,
generation-for-nlp-589,국어 | 문학,국어,문학,
generation-for-nlp-590,국어 | 독서,국어,독서,
generation-for-nlp-591,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-592,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-593,국어 | 독서,국어,독서,
generation-for-nlp-595,국어 | 독서,국어,독서,
generation-for-nlp-597,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-598,국어 | 독서,국어,독서,
generation-for-nlp-599,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-600,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-601,국어 | 문학,국어,문학,
generation-for-nlp-602,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-603,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-604,국어 | 문학,국어,문학,
generation-for-nlp-605,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-607,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-608,국어 | 문학,국어,문학,
generation-for-nlp-611,국어 | 독서,국어,독서,
generation-for-nlp-612,국어 | 독서,국어,독서,
generation-for-nlp-613,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-615,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-616,국어 | 문학,국어,문학,
generation-for-nlp-617,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-618,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-619,국어 | 문학,국어,문학,
generation-for-nlp-620,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-624,국어 | 문학,국어,문학,
generation-for-nlp-625,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-627,국어 | 문학,국어,문학,
generation-for-nlp-628,국어 | 문학,국어,문학,
generation-for-nlp-629,국어 | 독서,국어,독서,
generation-for-nlp-630,국어 | 독서,국어,독서,
generation-for-nlp-631,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-632,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-634,국어 | 문학,국어,문학,
generation-for-nlp-637,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-638,국어 | 독서,국어,독서,
generation-for-nlp-639,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-641,국어 | 독서,국어,독서,
generation-for-nlp-644,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-647,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-650,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-651,국어 | 문학,국어,문학,
generation-for-nlp-652,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-654,국어 | 독서,국어,독서,
generation-for-nlp-655,국어 | 독서,국어,독서,
generation-for-nlp-656,국어 | 독서,국어,독서,
generation-for-nlp-657,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-658,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-659,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-661,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-662,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-663,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-664,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-666,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-667,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-668,국어 | 독서,국어,독서,
generation-for-nlp-670,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-672,국어 | 독서,국어,독서,
generation-for-nlp-673,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-674,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-675,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-676,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-677,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-678,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-679,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-680,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-682,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-683,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-684,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-685,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-686,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-687,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-688,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-689,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-690,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-691,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-692,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-693,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-694,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-695,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-696,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-697,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-698,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-699,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-701,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-703,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-704,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-705,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-706,국어 | 독서,국어,독서,
generation-for-nlp-708,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-710,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-712,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-713,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-714,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-715,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-716,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-717,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-718,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-719,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-720,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-721,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-722,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-723,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-724,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-725,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-726,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-727,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-728,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-729,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-730,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-732,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-733,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-734,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-735,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-737,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-738,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-739,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-740,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-742,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-743,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-744,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-745,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-746,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-747,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-749,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-750,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-751,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-752,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-753,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-754,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-755,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-756,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-757,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-758,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-759,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-761,국어 | 독서,국어,독서,
generation-for-nlp-762,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-763,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-764,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-765,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-767,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-768,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-769,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-770,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-771,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-772,국어 | 독서,국어,독서,
generation-for-nlp-773,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-774,국어 | 독서,국어,독서,
generation-for-nlp-778,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-780,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-781,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-782,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-783,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-784,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-786,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-787,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-788,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-790,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-791,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-792,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-794,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-795,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-796,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-797,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-798,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-799,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-800,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-801,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-802,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-803,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-805,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-806,국어 | 독서,국어,독서,
generation-for-nlp-807,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-808,국어 | 독서,국어,독서,
generation-for-nlp-810,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-812,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-813,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-814,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-815,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-816,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-817,국어 | 독서,국어,독서,
generation-for-nlp-818,국어 | 독서,국어,독서,
generation-for-nlp-819,국어 | 독서,국어,독서,
generation-for-nlp-820,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-821,국어 | 독서,국어,독서,
generation-for-nlp-822,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-823,국어 | 독서,국어,독서,
generation-for-nlp-824,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-825,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-826,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-827,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-828,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-829,국어 | 독서,국어,독서,
generation-for-nlp-830,국어 | 독서,국어,독서,
generation-for-nlp-831,국어 | 독서,국어,독서,
generation-for-nlp-832,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-833,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-835,국어 | 독서,국어,독서,
generation-for-nlp-836,국어 | 독서,국어,독서,
generation-for-nlp-837,국어 | 독서,국어,독서,
generation-for-nlp-838,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-839,국어 | 독서,국어,독서,
generation-for-nlp-840,국어 | 독서,국어,독서,
generation-for-nlp-841,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-842,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-843,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-844,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-845,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-846,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-847,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-848,국어 | 독서,국어,독서,
generation-for-nlp-849,국어 | 언어,국어,언어,
generation-for-nlp-850,국어 | 문학,국어,문학,
generation-for-nlp-851,국어 | 독서,국어,독서,
generation-for-nlp-852,국어 | 문학,국어,문학,
generation-for-nlp-853,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-854,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-855,국어 | 독서,국어,독서,
generation-for-nlp-858,국어 | 독서,국어,독서,
generation-for-nlp-859,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-860,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-861,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-862,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-863,국어 | 문학,국어,문학,
generation-for-nlp-864,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-865,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-866,국어 | 독서,국어,독서,
generation-for-nlp-867,국어 | 독서,국어,독서,
generation-for-nlp-868,국어 | 문학,국어,문학,
generation-for-nlp-869,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-870,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-871,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-872,국어 | 독서,국어,독서,
generation-for-nlp-873,국어 | 독서,국어,독서,
generation-for-nlp-874,국어 | 독서,국어,독서,
generation-for-nlp-875,국어 | 독서,국어,독서,
generation-for-nlp-876,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-877,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-879,국어 | 독서,국어,독서,
generation-for-nlp-880,국어 | 문학,국어,문학,
generation-for-nlp-881,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-882,국어 | 독서,국어,독서,
generation-for-nlp-883,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-884,국어 | 독서,국어,독서,
generation-for-nlp-885,국어 | 독서,국어,독서,
generation-for-nlp-886,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-887,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-888,국어 | 독서,국어,독서,
generation-for-nlp-889,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-890,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-892,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-893,국어 | 독서,국어,독서,
generation-for-nlp-894,국어 | 문학,국어,문학,
generation-for-nlp-895,국어 | 독서,국어,독서,
generation-for-nlp-896,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-897,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-898,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-899,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-900,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-901,국어 | 문학,국어,문학,
generation-for-nlp-902,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-903,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-904,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-905,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-909,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-910,국어 | 독서,국어,독서,
generation-for-nlp-911,국어 | 독서,국어,독서,
generation-for-nlp-912,국어 | 독서,국어,독서,
generation-for-nlp-913,국어 | 독서,국어,독서,
generation-for-nlp-914,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-915,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-916,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-917,국어 | 독서,국어,독서,
generation-for-nlp-918,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-919,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-920,국어 | 독서,국어,독서,
generation-for-nlp-921,국어 | 독서,국어,독서,
generation-for-nlp-922,국어 | 독서,국어,독서,
generation-for-nlp-923,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-924,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-925,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-927,국어 | 독서,국어,독서,
generation-for-nlp-929,국어 | 독서,국어,독서,
generation-for-nlp-930,국어 | 독서,국어,독서,
generation-for-nlp-933,국어 | 독서,국어,독서,
generation-for-nlp-934,국어 | 문학,국어,문학,
generation-for-nlp-935,국어 | 독서,국어,독서,
generation-for-nlp-936,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-937,국어 | 독서,국어,독서,
